id,an,judet,scoala,mediu,gen,nota_romana_oral,nota_romana_scris,nota_matematica,nota_limba_straina,nota_specialitate,medie_generala,promovat,absent,promotie
552,2019,Bucuresti,Scoala Nationala Marin Preda,Rural,M,8.15,6.93,5.0,8.51,7.65,6.82,1,0,2019
553,2019,Hunedoara,Scoala Nationala Avram Iancu,Urban,M,10.0,8.97,8.56,9.03,8.32,8.86,1,0,2019
554,2019,Teleorman,Liceul de Arte Lucian Blaga,Urban,F,7.53,8.31,6.55,8.81,7.9,7.72,1,0,2019
555,2019,Covasna,Scoala Nationala Ion Barbu,Rural,M,6.75,7.93,3.31,10.0,2.76,5.96,0,0,2019
556,2019,Brasov,Colegiul Tehnic Nicolae Balcescu,Rural,F,6.14,7.14,6.89,6.31,6.29,6.71,1,0,2019
557,2019,Brasov,Scoala Nationala Ion Barbu,Urban,M,8.17,7.08,9.13,8.63,8.57,8.26,1,0,2019
558,2019,Sibiu,Colegiul Tehnic Lucian Blaga,Rural,F,6.24,7.71,3.25,9.77,4.61,6.07,0,1,2019
559,2019,Calarasi,Liceul Teoretic Stefan cel Mare,Rural,M,7.45,7.98,4.34,8.12,3.94,6.25,0,0,2019
560,2019,Neamt,Colegiul Economic Mircea cel Batran,Rural,F,9.42,2.62,4.29,5.93,8.02,5.11,0,0,2019
561,2019,Arad,Colegiul National Avram Iancu,Urban,F,8.8,7.51,5.0,10.0,8.35,7.39,1,0,2019
562,2019,Timis,Colegiul Economic Tudor Vladimirescu,Urban,M,7.34,9.15,8.35,8.76,6.17,8.22,1,0,2019
563,2019,Mehedinti,Scoala Nationala Mihai Eminescu,Urban,F,9.37,7.28,8.19,9.85,9.2,8.44,1,0,2019
564,2019,Vrancea,Liceul Teoretic Marin Preda,Urban,M,6.07,6.54,2.24,8.03,8.24,5.68,0,1,2019
565,2019,Valcea,Colegiul Economic Ion Barbu,Urban,M,7.69,3.36,9.23,6.33,7.1,6.56,0,0,2019
566,2019,Teleorman,Scoala Nationala Octavian Goga,Urban,M,7.17,9.06,2.82,7.17,6.81,6.38,0,0,2019
567,2019,Alba,Colegiul National Unirea,Urban,M,10.0,6.1,8.47,8.04,9.27,7.97,1,0,2019
568,2019,Teleorman,Liceul de Arte Stefan cel Mare,Urban,F,8.43,7.7,7.96,6.05,8.4,7.71,1,0,2019
569,2019,Sibiu,Liceul Pedagogic Stefan cel Mare,Urban,F,7.78,7.15,9.12,8.28,9.91,8.39,1,0,2019
570,2019,Tulcea,Scoala Nationala Constantin Brancusi,Rural,M,3.03,6.49,6.97,7.84,10.0,7.02,0,0,2019
571,2019,Galati,Liceul de Arte Marin Preda,Urban,M,7.12,7.44,7.79,9.72,6.49,7.71,1,0,2019
572,2019,Dolj,Liceul de Arte Mihai Viteazul,Urban,M,9.93,5.62,7.98,8.31,8.21,7.55,1,0,2019
573,2019,Vrancea,Liceul de Arte Emil Racovita,Rural,M,9.57,8.12,6.15,8.4,5.83,7.37,1,0,2019
574,2019,Neamt,Colegiul Economic Gheorghe Sincai,Urban,F,6.27,4.4,4.9,7.06,7.44,5.59,0,0,2019
575,2019,Satu Mare,Scoala Nationala Vasile Alecsandri,Urban,F,8.34,6.66,5.78,8.07,9.29,7.17,1,0,2019
576,2019,Valcea,Scoala Nationala Stefan cel Mare,Urban,F,8.95,8.04,5.93,9.59,7.76,7.69,1,0,2019
577,2019,Bucuresti,Scoala Nationala Mircea cel Batran,Urban,F,8.1,7.15,6.12,10.0,9.13,7.66,0,1,2019
578,2019,Mehedinti,Liceul Pedagogic Traian,Rural,F,8.26,6.62,7.82,7.48,6.45,7.25,0,1,2019
579,2019,Buzau,Liceul Pedagogic Ioan Slavici,Urban,F,9.71,7.23,5.0,7.56,6.12,6.69,1,0,2019
580,2019,Sibiu,Colegiul Tehnic Grigore Moisil,Urban,F,8.26,7.52,8.21,5.86,7.06,7.48,0,1,2019
581,2019,Calarasi,Liceul Tehnologic Spiru Haret,Rural,F,4.92,7.8,6.74,7.44,6.4,6.93,0,0,2019
582,2019,Arges,Liceul de Arte Alexandru Ioan Cuza,Urban,F,8.18,9.89,8.49,7.44,6.72,8.46,1,0,2019
583,2019,Covasna,Liceul Sportiv Ana Ipatescu,Urban,M,7.03,8.28,6.82,8.4,9.31,7.89,1,0,2019
584,2019,Hunedoara,Liceul Pedagogic Ion Barbu,Urban,M,8.14,5.21,6.72,5.19,6.55,6.15,1,0,2019
585,2019,Tulcea,Liceul Teoretic Ion Luca Caragiale,Urban,M,9.04,8.43,7.91,7.36,9.02,8.26,1,0,2019
586,2019,Dambovita,Liceul Sportiv Emil Racovita,Urban,F,6.63,10.0,6.79,8.5,6.06,7.88,1,0,2019
587,2019,Valcea,Colegiul Tehnic George Cosbuc,Urban,M,8.12,6.97,5.64,8.13,6.79,6.83,1,0,2019
588,2019,Giurgiu,Liceul Teoretic Bogdan Voda,Urban,F,6.95,8.33,7.26,7.1,8.14,7.66,1,0,2019
589,2019,Ialomita,Colegiul Tehnic Unirea,Rural,F,9.38,7.66,7.26,9.38,7.72,7.98,1,0,2019
590,2019,Mures,Liceul Tehnologic Ioan Slavici,Urban,F,8.48,7.11,6.93,7.53,8.38,7.45,1,0,2019
591,2019,Arges,Liceul Tehnologic Ion Luca Caragiale,Rural,F,8.58,4.3,7.51,4.25,7.58,6.18,0,0,2019
592,2019,Tulcea,Liceul Pedagogic George Cosbuc,Rural,M,9.42,6.22,5.8,7.51,8.2,6.9,1,0,2019
593,2019,Valcea,Colegiul Economic Decebal,Rural,M,7.13,8.73,6.77,10.0,7.95,8.06,1,0,2019
594,2019,Vaslui,Liceul Pedagogic Avram Iancu,Rural,F,7.34,8.76,10.0,8.15,8.3,8.83,1,0,2019
595,2019,Prahova,Liceul Tehnologic Vasile Alecsandri,Urban,F,7.78,7.09,5.2,7.69,7.04,6.67,1,0,2019
596,2019,Suceava,Liceul Tehnologic Decebal,Rural,F,8.08,6.29,10.0,9.08,7.79,8.23,1,0,2019
597,2019,Satu Mare,Scoala Nationala Ion Luca Caragiale,Rural,M,6.01,4.21,7.79,9.11,4.7,6.27,0,0,2019
598,2019,Valcea,Colegiul Economic Ion Luca Caragiale,Urban,F,8.56,6.15,5.0,9.94,7.41,6.8,1,0,2019
599,2019,Arges,Liceul Sportiv Emil Racovita,Rural,F,5.4,6.38,1.89,4.37,7.74,4.84,0,0,2019
600,2019,Tulcea,Colegiul Tehnic Regina Maria,Urban,F,8.45,6.29,4.06,5.45,4.47,5.44,0,0,2019
601,2019,Mures,Colegiul National Unirea,Urban,F,8.9,9.19,7.99,7.66,5.52,8.02,1,0,2019
602,2019,Suceava,Liceul de Arte Dimitrie Cantemir,Urban,M,9.8,8.91,7.56,9.52,9.33,8.75,1,0,2019
603,2019,Buzau,Scoala Nationala Dimitrie Cantemir,Urban,M,9.12,6.19,9.26,9.08,6.74,7.92,1,0,2019
604,2019,Vrancea,Colegiul Economic Traian,Urban,M,8.36,7.01,8.78,8.87,4.48,7.58,0,0,2019
605,2019,Ilfov,Liceul de Arte Onisifor Ghibu,Urban,F,9.05,6.63,6.37,6.82,10.0,7.33,1,0,2019
606,2019,Braila,Liceul Sportiv Emil Racovita,Rural,M,7.48,1.42,7.34,8.34,7.05,5.68,0,0,2019
607,2019,Sibiu,Colegiul National Avram Iancu,Urban,F,7.33,8.91,7.06,8.06,6.72,7.74,1,0,2019
608,2019,Bucuresti,Colegiul Economic George Cosbuc,Urban,F,7.7,9.01,5.58,9.67,9.75,8.06,1,0,2019
609,2019,Dambovita,Colegiul Economic Decebal,Urban,M,9.53,7.21,7.02,3.43,4.83,6.46,0,0,2019
610,2019,Bacau,Liceul Sportiv Mihai Eminescu,Rural,M,7.88,7.49,10.0,9.61,8.19,8.7,1,0,2019
611,2019,Suceava,Scoala Nationala Elena Cuza,Urban,F,10.0,8.41,5.0,7.12,8.28,7.33,1,0,2019
612,2019,Calarasi,Liceul Tehnologic George Cosbuc,Rural,F,4.23,5.74,7.21,4.08,8.5,6.2,0,0,2019
613,2019,Iasi,Colegiul National Spiru Haret,Rural,F,7.88,4.93,5.29,9.54,7.87,6.47,0,0,2019
614,2019,Timis,Liceul de Arte Marin Preda,Urban,M,7.61,6.57,6.36,6.33,4.9,6.32,0,0,2019
615,2019,Constanta,Liceul Tehnologic Dimitrie Cantemir,Urban,F,7.82,7.72,6.08,5.95,6.67,6.82,0,1,2019
616,2019,Sibiu,Liceul Pedagogic Ana Ipatescu,Urban,M,9.35,10.0,5.0,9.28,8.27,8.07,1,0,2019
617,2019,Tulcea,Liceul Sportiv Onisifor Ghibu,Urban,F,9.75,8.29,10.0,10.0,6.83,8.99,1,0,2019
618,2019,Ialomita,Colegiul National Mihai Viteazul,Rural,F,9.15,8.06,7.96,7.93,7.65,8.06,1,0,2019
619,2019,Bihor,Colegiul Tehnic Emil Racovita,Urban,M,7.63,6.56,5.95,8.97,7.04,6.92,1,0,2019
620,2019,Iasi,Colegiul Tehnic Octavian Goga,Urban,F,7.78,8.34,5.77,7.25,9.89,7.58,1,0,2019
621,2019,Ialomita,Liceul de Arte Stefan cel Mare,Urban,M,5.42,4.0,6.41,7.27,8.87,6.09,0,0,2019
622,2019,Salaj,Liceul Pedagogic Stefan cel Mare,Rural,F,9.46,10.0,6.47,8.16,7.24,8.2,1,0,2019
623,2019,Dolj,Liceul Teoretic Regina Maria,Rural,F,7.66,6.68,8.1,5.72,9.81,7.53,1,0,2019
624,2019,Salaj,Colegiul National Grigore Moisil,Rural,M,7.21,8.46,6.7,6.97,6.56,7.3,1,0,2019
625,2019,Salaj,Liceul Pedagogic Mihai Viteazul,Rural,M,7.9,6.8,10.0,7.34,5.0,7.68,1,0,2019
626,2019,Sibiu,Colegiul National Ion Luca Caragiale,Urban,F,8.78,7.93,9.71,7.01,6.99,8.27,1,0,2019
627,2019,Satu Mare,Liceul Tehnologic Constantin Brancusi,Rural,F,8.2,5.03,5.0,6.47,6.7,5.8,1,0,2019
628,2019,Prahova,Colegiul Economic Unirea,Urban,F,7.74,7.78,7.97,8.49,7.82,7.95,1,0,2019
629,2019,Ilfov,Colegiul Tehnic Gheorghe Sincai,Rural,F,8.89,7.39,6.78,8.46,8.29,7.65,1,0,2019
630,2019,Vrancea,Colegiul Economic Elena Cuza,Urban,F,8.06,10.0,4.41,8.08,6.05,7.25,0,0,2019
631,2019,Mehedinti,Colegiul Tehnic Ion Barbu,Urban,F,6.44,7.61,6.49,10.0,7.13,7.44,1,0,2019
632,2019,Giurgiu,Colegiul Tehnic Ioan Slavici,Rural,M,8.37,8.35,4.49,6.21,4.87,6.35,0,0,2019
633,2019,Satu Mare,Scoala Nationala Traian,Rural,F,5.3,7.02,2.8,5.71,4.41,4.99,0,0,2019
634,2019,Harghita,Liceul Teoretic Elena Cuza,Urban,M,8.37,10.0,3.52,4.05,6.78,6.52,0,1,2019
635,2019,Satu Mare,Liceul Pedagogic Marin Preda,Rural,F,7.45,6.65,6.88,7.2,9.87,7.36,1,0,2019
636,2019,Timis,Liceul Teoretic Marin Preda,Rural,F,6.08,6.32,6.82,5.38,2.71,5.76,0,1,2019
637,2019,Constanta,Liceul Pedagogic Marin Preda,Urban,M,7.4,8.85,6.77,8.56,10.0,8.21,1,0,2019
638,2019,Sibiu,Colegiul Economic Decebal,Urban,M,8.76,9.09,6.18,8.0,7.68,7.81,1,0,2019
639,2019,Bucuresti,Liceul de Arte Dimitrie Cantemir,Rural,M,7.91,6.98,4.48,5.52,4.0,5.66,0,0,2019
640,2019,Bihor,Liceul Pedagogic Elena Cuza,Urban,F,10.0,7.02,7.25,8.3,10.0,8.03,1,0,2019
641,2019,Mehedinti,Liceul de Arte Spiru Haret,Urban,F,10.0,7.91,8.66,7.67,8.44,8.39,1,0,2019
642,2019,Olt,Colegiul Tehnic Bogdan Voda,Urban,F,7.46,5.48,7.78,8.31,8.75,7.28,0,1,2019
643,2019,Bistrita-Nasaud,Liceul Sportiv Traian,Urban,F,7.58,6.39,5.66,8.59,7.76,6.83,1,0,2019
644,2019,Mehedinti,Liceul Tehnologic George Cosbuc,Urban,M,6.01,6.26,4.65,4.43,10.0,6.04,0,0,2019
645,2019,Harghita,Liceul Tehnologic Ioan Slavici,Urban,M,9.35,8.84,6.77,7.91,9.14,8.18,1,0,2019
646,2019,Calarasi,Liceul de Arte Grigore Moisil,Urban,M,9.41,10.0,5.0,8.39,7.23,7.78,1,0,2019
647,2019,Teleorman,Scoala Nationala Avram Iancu,Rural,M,6.07,7.72,7.86,7.64,9.64,7.87,1,0,2019
648,2019,Bucuresti,Scoala Nationala Octavian Goga,Rural,F,7.77,3.97,8.6,5.35,8.22,6.58,0,0,2019
649,2019,Dambovita,Liceul Pedagogic Ioan Slavici,Rural,F,9.62,7.32,7.87,8.44,9.05,8.14,1,0,2019
650,2019,Alba,Liceul Pedagogic Mihai Viteazul,Urban,M,9.1,7.01,8.0,8.14,6.54,7.62,1,0,2019
651,2019,Salaj,Colegiul Economic Emil Racovita,Rural,F,3.11,8.87,3.83,6.86,5.09,5.91,0,1,2019
652,2019,Timis,Colegiul Economic Alexandru Ioan Cuza,Urban,F,6.36,8.83,6.88,8.12,7.4,7.68,1,0,2019
653,2019,Maramures,Colegiul Tehnic Ion Luca Caragiale,Rural,F,6.27,6.84,6.65,3.18,5.32,5.95,0,0,2019
654,2019,Giurgiu,Colegiul Economic Stefan cel Mare,Urban,M,7.24,7.46,2.73,5.89,6.1,5.58,0,0,2019
655,2019,Brasov,Liceul Sportiv Stefan cel Mare,Rural,M,5.82,6.36,7.3,9.91,7.26,7.26,1,0,2019
656,2019,Buzau,Liceul Teoretic Octavian Goga,Urban,M,8.0,8.94,6.27,8.74,7.68,7.83,1,0,2019
657,2019,Olt,Liceul Sportiv Stefan cel Mare,Rural,F,7.87,5.81,6.16,6.41,9.28,6.73,1,0,2019
658,2019,Harghita,Colegiul National Lucian Blaga,Rural,F,6.61,7.1,9.1,8.51,10.0,8.3,1,0,2019
659,2019,Buzau,Liceul Sportiv Avram Iancu,Urban,M,6.71,9.73,8.02,7.43,9.26,8.5,1,0,2019
660,2019,Galati,Colegiul Tehnic Tudor Vladimirescu,Rural,M,4.68,3.74,1.0,5.17,6.72,3.67,0,0,2019
661,2019,Arges,Colegiul Tehnic Mihai Viteazul,Urban,M,8.68,7.27,7.06,8.57,7.43,7.57,1,0,2019
662,2019,Harghita,Scoala Nationala Ion Luca Caragiale,Rural,F,9.18,6.89,8.51,6.61,6.26,7.47,1,0,2019
663,2019,Satu Mare,Colegiul Tehnic Vasile Alecsandri,Rural,F,5.88,8.15,5.0,7.72,5.64,6.54,1,0,2019
664,2019,Neamt,Liceul Teoretic Tudor Vladimirescu,Urban,F,3.47,6.84,5.83,8.32,8.74,6.71,0,0,2019
665,2019,Vaslui,Liceul de Arte Onisifor Ghibu,Rural,F,7.39,8.23,5.4,7.31,8.99,7.27,1,0,2019
666,2019,Calarasi,Colegiul National Nicolae Balcescu,Urban,M,8.08,8.33,6.1,6.12,9.93,7.54,1,0,2019
667,2019,Buzau,Colegiul Tehnic Lucian Blaga,Rural,M,7.61,3.59,4.63,6.71,9.81,5.7,0,0,2019
668,2019,Iasi,Colegiul Economic Marin Preda,Rural,F,1.95,8.35,8.68,5.31,5.84,6.98,0,0,2019
669,2019,Salaj,Liceul Sportiv Stefan cel Mare,Rural,M,6.77,6.33,7.05,8.57,4.9,6.71,0,0,2019
670,2019,Hunedoara,Scoala Nationala Avram Iancu,Rural,F,7.95,9.47,7.19,6.97,6.3,7.78,1,0,2019
671,2019,Buzau,Liceul Sportiv Mihai Eminescu,Urban,M,7.36,9.95,5.82,7.17,6.13,7.46,1,0,2019
672,2019,Cluj,Colegiul Tehnic Lucian Blaga,Rural,M,8.86,10.0,6.59,6.66,6.47,7.83,1,0,2019
673,2019,Teleorman,Scoala Nationala Ioan Slavici,Rural,F,3.29,7.89,5.9,7.31,4.98,6.31,0,0,2019
674,2019,Hunedoara,Liceul Tehnologic Avram Iancu,Urban,F,7.06,6.26,8.35,4.15,10.0,7.21,0,0,2019
675,2019,Constanta,Liceul Sportiv Ion Luca Caragiale,Urban,M,8.64,8.0,6.8,5.33,9.88,7.59,1,0,2019
676,2019,Vaslui,Liceul Teoretic Mihai Eminescu,Urban,F,8.78,5.11,1.0,3.7,6.74,4.28,0,0,2019
677,2019,Bistrita-Nasaud,Colegiul Economic Ion Barbu,Urban,M,8.62,8.15,6.74,9.23,5.91,7.6,1,0,2019
678,2019,Bacau,Liceul Teoretic Ion Barbu,Rural,F,6.04,7.91,4.25,4.87,5.18,5.76,0,1,2019
679,2019,Suceava,Colegiul Tehnic Stefan cel Mare,Urban,M,9.17,9.17,6.88,7.16,10.0,8.31,1,0,2019
680,2019,Dolj,Scoala Nationala Dimitrie Cantemir,Urban,M,6.12,6.36,3.61,8.82,10.0,6.43,0,0,2019
681,2019,Tulcea,Liceul Teoretic Avram Iancu,Urban,F,9.94,9.2,5.78,6.58,3.99,7.07,0,0,2019
682,2019,Sibiu,Liceul Sportiv Regina Maria,Urban,F,10.0,7.84,7.65,9.46,5.25,7.85,1,0,2019
683,2019,Hunedoara,Colegiul Economic Onisifor Ghibu,Urban,M,7.77,8.89,7.84,8.52,8.2,8.3,1,0,2019
684,2019,Hunedoara,Scoala Nationala Regina Maria,Rural,M,8.84,7.78,6.2,4.6,6.39,6.73,0,0,2019
685,2019,Olt,Liceul Pedagogic Decebal,Urban,F,7.0,7.49,5.41,7.42,10.0,7.18,1,0,2019
686,2019,Braila,Colegiul Tehnic Stefan cel Mare,Rural,F,8.74,9.69,2.53,8.72,4.95,6.59,0,0,2019
687,2019,Timis,Liceul Teoretic Nicolae Balcescu,Urban,M,6.9,9.14,9.43,6.26,7.76,8.36,1,0,2019
688,2019,Buzau,Colegiul Tehnic Gheorghe Sincai,Urban,F,7.21,7.2,7.16,3.18,6.81,6.53,0,0,2019
689,2019,Tulcea,Liceul Sportiv Avram Iancu,Rural,M,8.65,7.24,6.09,4.09,5.64,6.32,0,0,2019
690,2019,Tulcea,Colegiul National Spiru Haret,Rural,F,8.54,6.48,7.05,9.86,8.48,7.66,1,0,2019
691,2019,Bacau,Colegiul Economic Dimitrie Cantemir,Rural,F,7.25,4.09,1.0,6.18,5.75,4.04,0,0,2019
692,2019,Valcea,Colegiul National Octavian Goga,Rural,M,6.85,5.76,1.69,4.71,7.35,4.73,0,0,2019
693,2019,Tulcea,Colegiul National Bogdan Voda,Urban,F,10.0,6.82,6.89,8.82,5.54,7.27,1,0,2019
694,2019,Olt,Colegiul Economic Octavian Goga,Rural,M,7.69,4.92,2.33,6.79,7.0,5.01,0,0,2019
695,2019,Bistrita-Nasaud,Liceul Pedagogic George Cosbuc,Urban,M,8.74,10.0,5.0,9.44,8.32,8.04,1,0,2019
696,2019,Neamt,Scoala Nationala Stefan cel Mare,Rural,F,7.59,7.32,9.05,9.25,8.28,8.3,1,0,2019
697,2019,Tulcea,Colegiul Tehnic Alexandru Ioan Cuza,Urban,M,7.73,8.82,6.51,9.54,6.32,7.75,1,0,2019
698,2019,Neamt,Colegiul Economic Dimitrie Cantemir,Urban,M,10.0,8.25,7.7,10.0,9.4,8.7,1,0,2019
699,2019,Constanta,Liceul Pedagogic Avram Iancu,Urban,M,7.63,7.32,9.02,7.81,6.1,7.75,0,1,2019
700,2019,Olt,Colegiul Tehnic Stefan cel Mare,Rural,F,1.26,5.72,3.38,6.59,5.27,4.64,0,0,2019
701,2019,Brasov,Liceul Tehnologic Grigore Moisil,Rural,F,9.11,5.4,1.0,6.18,6.54,4.74,0,0,2019
702,2019,Brasov,Scoala Nationala Stefan cel Mare,Urban,F,8.06,7.04,9.79,8.09,6.75,8.08,1,0,2019
703,2019,Suceava,Liceul Tehnologic Elena Cuza,Rural,M,7.19,5.19,4.84,2.54,3.95,4.7,0,0,2019
704,2019,Suceava,Liceul Pedagogic Nicolae Balcescu,Urban,F,8.28,10.0,6.38,8.08,8.54,8.24,1,0,2019
705,2019,Alba,Liceul de Arte Grigore Moisil,Urban,M,8.38,6.53,5.29,10.0,6.73,6.89,1,0,2019
706,2019,Gorj,Colegiul Economic Ion Luca Caragiale,Rural,M,7.32,6.29,3.21,6.58,8.45,5.84,0,0,2019
707,2019,Salaj,Scoala Nationala Constantin Brancusi,Rural,M,6.18,5.84,6.87,9.18,5.14,6.58,1,0,2019
708,2019,Arges,Colegiul Economic Spiru Haret,Urban,F,7.74,7.75,5.81,7.7,7.07,7.06,1,0,2019
709,2019,Iasi,Scoala Nationala Gheorghe Sincai,Rural,F,5.54,6.31,2.89,9.14,3.69,5.24,0,0,2019
710,2019,Maramures,Scoala Nationala Gheorghe Sincai,Rural,M,6.79,4.32,6.85,5.87,5.36,5.71,0,1,2019
711,2019,Mehedinti,Colegiul Tehnic Dimitrie Cantemir,Rural,F,8.47,6.72,7.63,7.28,7.43,7.36,1,0,2019
712,2019,Buzau,Liceul Sportiv Traian,Urban,F,8.17,10.0,7.31,8.39,7.15,8.34,1,0,2019
713,2019,Braila,Liceul Tehnologic Octavian Goga,Urban,M,8.58,4.78,4.76,7.98,10.0,6.42,0,0,2019
714,2019,Braila,Liceul Tehnologic Lucian Blaga,Urban,M,7.91,8.06,5.98,10.0,7.32,7.6,1,0,2019
715,2019,Teleorman,Liceul Tehnologic Spiru Haret,Rural,F,7.02,7.64,10.0,6.78,10.0,8.51,1,0,2019
716,2019,Hunedoara,Liceul Sportiv Spiru Haret,Rural,F,8.98,6.67,1.0,5.81,10.0,5.57,0,0,2019
717,2019,Giurgiu,Colegiul National Onisifor Ghibu,Urban,F,7.28,8.99,9.23,7.57,5.48,8.15,1,0,2019
718,2019,Valcea,Colegiul National Marin Preda,Urban,F,7.48,8.23,6.98,7.5,9.02,7.79,1,0,2019
719,2019,Satu Mare,Liceul de Arte Avram Iancu,Urban,M,6.76,3.99,5.97,7.26,7.29,5.85,0,0,2019
720,2019,Braila,Colegiul National Regina Maria,Urban,F,9.51,6.57,5.95,9.57,8.48,7.41,1,0,2019
721,2019,Mures,Colegiul Tehnic George Cosbuc,Urban,M,8.67,7.65,10.0,5.91,5.63,7.89,1,0,2019
722,2019,Olt,Liceul Sportiv Ana Ipatescu,Rural,F,6.2,6.89,5.0,7.66,6.62,6.33,1,0,2019
723,2019,Mehedinti,Liceul de Arte Tudor Vladimirescu,Rural,M,6.09,8.89,8.3,5.86,2.81,7.07,0,0,2019
724,2019,Valcea,Colegiul National Ion Luca Caragiale,Urban,M,7.34,6.25,6.87,7.94,5.82,6.73,1,0,2019
725,2019,Prahova,Scoala Nationala Traian,Rural,F,9.13,5.0,9.01,8.41,5.0,7.13,1,0,2019
726,2019,Arges,Colegiul National Stefan cel Mare,Urban,F,7.38,10.0,7.79,5.78,5.0,7.69,1,0,2019
727,2019,Mehedinti,Liceul Tehnologic Dimitrie Cantemir,Rural,M,9.11,8.41,5.0,8.55,8.8,7.54,1,0,2019
728,2019,Bacau,Liceul Sportiv George Cosbuc,Rural,M,5.67,5.62,5.21,1.0,2.15,4.29,0,0,2019
729,2019,Teleorman,Liceul Tehnologic Constantin Brancusi,Urban,F,8.31,8.4,8.84,8.37,6.58,8.25,1,0,2019
730,2019,Constanta,Liceul Tehnologic Elena Cuza,Rural,F,9.1,6.72,7.02,2.21,2.9,5.8,0,0,2019
731,2019,Bucuresti,Scoala Nationala Decebal,Urban,F,8.54,7.3,8.68,7.89,5.26,7.62,1,0,2019
732,2019,Maramures,Liceul Tehnologic Avram Iancu,Urban,F,4.9,7.19,1.34,10.0,7.8,5.72,0,0,2019
733,2019,Mures,Liceul Pedagogic Mircea cel Batran,Urban,M,7.8,9.24,10.0,8.65,8.39,9.11,1,0,2019
734,2019,Braila,Colegiul National Constantin Brancusi,Rural,F,8.97,8.41,7.46,8.69,6.9,8.0,1,0,2019
735,2019,Salaj,Colegiul Tehnic Stefan cel Mare,Urban,F,8.44,6.2,10.0,7.59,10.0,8.34,1,0,2019
736,2019,Satu Mare,Colegiul National Alexandru Ioan Cuza,Urban,F,9.31,7.61,4.96,8.86,4.53,6.71,0,0,2019
737,2019,Covasna,Colegiul National Ioan Slavici,Urban,F,4.58,7.8,4.86,10.0,8.12,6.97,0,0,2019
738,2019,Valcea,Colegiul Economic Avram Iancu,Urban,M,7.94,7.88,4.1,9.96,4.09,6.5,0,1,2019
739,2019,Tulcea,Liceul de Arte Regina Maria,Rural,F,9.64,8.01,7.05,6.58,7.93,7.66,1,0,2019
740,2019,Harghita,Colegiul Economic Ion Barbu,Urban,M,8.81,7.31,8.62,5.99,7.84,7.73,1,0,2019
741,2019,Gorj,Liceul de Arte Ion Luca Caragiale,Urban,F,7.3,8.51,7.3,7.7,9.05,7.99,1,0,2019
742,2019,Covasna,Scoala Nationala George Cosbuc,Rural,M,8.96,7.57,10.0,10.0,6.66,8.67,1,0,2019
743,2019,Valcea,Liceul de Arte Gheorghe Sincai,Rural,M,6.59,6.63,7.96,3.64,2.47,5.95,0,0,2019
744,2019,Iasi,Liceul Sportiv Mihai Viteazul,Rural,M,6.16,3.13,4.67,7.45,4.62,4.77,0,0,2019
745,2019,Dambovita,Colegiul National Constantin Brancusi,Rural,M,4.82,4.73,7.5,3.28,8.04,5.85,0,1,2019
746,2019,Vrancea,Scoala Nationala Emil Racovita,Rural,F,8.63,2.88,10.0,5.82,6.62,6.59,0,0,2019
747,2019,Gorj,Scoala Nationala Lucian Blaga,Urban,F,7.6,9.76,4.9,5.74,9.48,7.44,0,0,2019
748,2019,Ialomita,Liceul Tehnologic Stefan cel Mare,Urban,M,9.03,10.0,7.58,9.75,8.26,8.88,1,0,2019
749,2019,Ialomita,Colegiul National Mircea cel Batran,Rural,F,9.12,10.0,6.0,8.26,5.0,7.7,1,0,2019
750,2019,Buzau,Liceul de Arte Constantin Brancusi,Rural,M,7.4,7.31,9.36,5.04,3.84,7.07,0,0,2019
751,2019,Bacau,Liceul de Arte Traian,Rural,F,9.27,7.4,8.54,9.44,7.04,8.18,1,0,2019
752,2019,Covasna,Liceul de Arte George Cosbuc,Urban,F,3.26,7.48,6.12,8.47,7.17,6.75,0,0,2019
753,2019,Ialomita,Colegiul Economic Avram Iancu,Rural,M,5.71,6.54,7.22,4.33,6.57,6.33,0,0,2019
754,2019,Harghita,Colegiul Economic George Cosbuc,Rural,F,7.47,4.96,4.31,4.02,4.13,4.75,0,1,2019
755,2019,Harghita,Colegiul National Onisifor Ghibu,Urban,F,6.93,8.91,10.0,8.12,7.96,8.78,1,0,2019
756,2019,Bistrita-Nasaud,Scoala Nationala Ioan Slavici,Urban,F,7.39,7.03,7.93,6.26,7.99,7.36,1,0,2019
757,2019,Satu Mare,Liceul Tehnologic Onisifor Ghibu,Rural,F,9.55,4.84,8.18,9.35,4.77,6.98,0,0,2019
758,2019,Suceava,Liceul Sportiv Tudor Vladimirescu,Rural,F,4.77,7.0,4.4,10.0,6.47,6.37,0,0,2019
759,2019,Alba,Liceul Teoretic Lucian Blaga,Urban,F,8.95,6.47,8.49,7.38,8.19,7.72,1,0,2019
760,2019,Arges,Colegiul National Unirea,Urban,M,8.43,6.6,6.33,6.57,4.34,6.36,0,0,2019
761,2019,Covasna,Liceul de Arte Onisifor Ghibu,Urban,F,8.67,10.0,6.21,6.02,7.25,7.72,1,0,2019
762,2019,Brasov,Scoala Nationala Ion Luca Caragiale,Urban,F,9.7,7.26,8.54,7.17,6.84,7.81,1,0,2019
763,2019,Teleorman,Liceul Pedagogic Unirea,Urban,F,8.21,6.81,6.48,6.55,9.65,7.24,1,0,2019
764,2019,Bihor,Colegiul National Ioan Slavici,Urban,M,8.83,8.74,7.25,9.15,10.0,8.55,1,0,2019
